Entry,Customer Placed Order Time(min),Placed Order with Restaurant Time(min),OPtoORTime(min)Delta,Driver at Restaurant Time(min),DRfmOPTime(min) Delta,DRfmORTime(min) Delta,Delivered to Customer Time(min),OCfmOPTime(min) Delta,OCfmORTime(min) Delta,OCfmDRTime(min) Delta,Driver ID,Restaurant ID,Consumer ID,Delivery Region,Is ASAP,Order total,Amount of discount,Amount of tip,Refunded amount
15754,1056,1100,44,1110,53,10,1158,102,58,48,345,12,11173,Palo Alto,FALSE,26.01,0,0.92,0
15761,105,116,11,0,-105,-116,166,61,50,166,345,233,1804,Palo Alto,TRUE,52.65,0,4.28,25
15765,39,79,41,110,71,31,128,90,49,19,345,9,11791,Palo Alto,FALSE,43.52,0,1.72,0
15770,1070,1090,19,0,-1070,-1090,1139,68,49,1139,345,9,8205,Palo Alto,FALSE,26.12,0,2.77,0
15772,61,61,0,96,35,34,128,67,66,32,345,48,8000,Palo Alto,TRUE,203.23,0,8.79,0
15774,1092,1142,49,1147,54,5,1163,71,21,16,345,72,581,Palo Alto,FALSE,16.36,0,0.47,0
15777,77,95,18,140,63,45,161,84,66,21,345,58,844,Palo Alto,TRUE,135.81,0,5.69,0
15778,52,72,20,0,-52,-72,116,64,44,116,345,83,78977,Palo Alto,TRUE,24.43,0,0,0
15782,10,14,4,26,15,12,97,86,83,71,346,20,27808,Palo Alto,TRUE,55.81,0,4,10
15786,1076,1168,92,1194,118,27,1222,146,54,28,346,19,3051,Palo Alto,FALSE,28.78,0,1.04,0
15787,158,177,19,186,28,9,237,79,60,51,346,26,1530,Palo Alto,TRUE,23.29,0,3,0
15798,104,115,12,137,33,21,175,72,60,39,346,228,5545,Palo Alto,TRUE,72.12,0,9.12,0
15799,107,145,38,190,83,45,226,119,81,36,346,68,12395,Palo Alto,FALSE,53.31,0,6.52,0
15800,76,95,18,105,29,11,140,64,45,35,346,94,8897,Palo Alto,TRUE,63.91,0,3.2,0
15801,110,110,0,0,-110,-110,180,70,70,180,346,8,3502,Palo Alto,TRUE,28.84,0,1.05,0
15808,51,57,6,100,49,43,116,65,60,16,347,115,2605,Palo Alto,FALSE,48.3,0,1.94,0
15811,152,181,29,201,49,20,238,87,58,37,347,28,83817,Palo Alto,FALSE,16.82,6,0,0
15815,103,112,10,133,31,21,171,68,58,37,347,27,5541,Palo Alto,TRUE,22.31,0,0.75,0
15818,141,157,16,184,43,27,205,64,48,21,347,76,10607,Palo Alto,TRUE,36.23,0,1.39,0
15819,180,182,2,196,17,15,241,62,60,45,347,324,7453,Palo Alto,TRUE,26.12,0,1.31,0
15823,107,127,20,145,37,18,191,84,64,46,347,94,4292,Palo Alto,TRUE,43.79,0,1.73,0
15829,20,51,31,98,78,48,110,90,59,12,347,205,8827,Palo Alto,FALSE,36.29,0,2.78,0
15833,84,95,11,113,29,18,152,68,57,39,348,20,3668,Palo Alto,TRUE,20.08,0,1.94,0
15835,118,137,19,166,48,29,191,73,55,25,348,107,7982,Palo Alto,TRUE,28.73,0,1.44,0
15864,129,135,5,168,38,33,196,66,61,28,349,8,1160,Palo Alto,TRUE,73.15,0,1,0
15868,98,120,21,140,42,21,172,74,52,32,349,58,14094,Palo Alto,TRUE,67.44,0,2.82,0
15869,1144,1396,253,1416,272,19,1436,292,40,20,349,84,5945,Palo Alto,FALSE,113.99,0,11.4,0
15879,164,205,41,0,-164,-205,245,82,40,245,349,72,4863,Palo Alto,TRUE,57.56,5,2.36,0
15883,169,213,44,0,-169,-213,251,82,38,251,349,324,60243,Palo Alto,TRUE,47.22,0,4,0
15890,140,162,22,0,-140,-162,208,68,46,208,349,68,14671,Palo Alto,TRUE,17.42,0,0.87,0
15896,14,15,1,51,37,36,89,74,74,38,350,89,13595,Mountain View,TRUE,209.07,0,5,0
15905,105,105,0,125,20,19,173,68,67,48,350,349,10636,Mountain View,TRUE,92.67,0,4.63,0
15915,121,140,19,0,-121,-140,183,62,43,183,350,228,4059,Palo Alto,TRUE,63.64,0,5.3,0
15919,1231,1235,5,1261,30,26,1302,71,67,41,350,266,2973,Mountain View,TRUE,55.26,0,6.79,0
15933,61,125,64,133,72,8,163,102,38,30,351,183,41101,San Jose,TRUE,45.1,0,4.51,0
15934,87,117,30,119,32,2,163,76,47,44,351,158,14528,San Jose,TRUE,57.38,0,7.08,16.89
15942,117,149,32,165,48,16,187,71,39,22,351,158,12891,San Jose,TRUE,22.8,0,3.42,0
15944,20,61,41,92,72,31,120,100,59,28,351,322,13465,San Jose,FALSE,53.36,0,5.34,0
15945,241,282,42,288,47,6,312,71,29,23,351,303,13327,San Jose,TRUE,27.75,0,1.39,0
15949,95,125,30,0,-95,-125,158,63,33,158,351,325,77067,San Jose,TRUE,78.81,0,3.94,0
15950,120,157,37,0,-120,-157,200,80,44,200,351,190,47494,San Jose,TRUE,44.33,0,5.28,0
15959,210,230,20,260,50,30,280,70,50,21,351,170,110344,San Jose,TRUE,28.29,6,1.02,0
15961,159,173,15,200,41,27,223,65,50,23,351,140,38385,San Jose,TRUE,57.11,0,10,0
15965,59,78,19,0,-59,-78,124,66,47,124,351,270,112981,San Jose,TRUE,50.04,0,8,0
15970,182,194,12,233,51,39,247,65,53,14,351,256,11101,San Jose,TRUE,39.55,0,5.93,0
15973,118,178,61,181,63,3,208,91,30,27,351,160,158513,San Jose,FALSE,20.63,6,1.34,0
15981,93,120,28,0,-93,-120,159,66,38,159,352,334,57054,San Jose,TRUE,47.65,0,3.83,0
15984,168,194,26,208,40,14,237,69,43,29,352,271,24289,San Jose,TRUE,43.44,6,5.15,0
15987,180,203,22,208,28,5,248,67,45,40,352,272,11101,San Jose,TRUE,54.4,0,5.44,0
15988,121,131,10,152,31,21,187,66,56,35,352,170,68623,San Jose,TRUE,50.97,0,7.65,0
15990,115,161,47,0,-115,-161,193,78,31,193,352,194,191636,San Jose,TRUE,53.31,6,4.35,0
15991,31,47,17,0,-31,-47,121,90,73,121,352,316,14207,San Jose,TRUE,62.46,0,5.18,0
15992,1334,1404,70,1420,86,16,1437,102,33,16,352,267,11849,San Jose,FALSE,17.42,0,0.87,0
15993,130,164,35,168,38,4,202,72,37,34,352,303,82187,San Jose,TRUE,62.68,6,0,0
16004,56,57,0,67,11,10,124,67,67,57,353,20,20251,Palo Alto,TRUE,64.93,0,8.12,0
16012,196,211,15,223,27,12,270,74,58,46,353,10,2761,Palo Alto,TRUE,27.7,0,1.39,0
16018,24,25,2,81,58,56,104,80,79,22,353,62,74914,Palo Alto,TRUE,29.33,0,1.07,0
16019,89,103,14,144,54,40,158,69,55,15,353,81,12757,Palo Alto,TRUE,60.34,0,0,0
16023,167,198,31,242,75,44,257,90,59,15,353,63,1608,Palo Alto,TRUE,126.84,0,0,0
16024,190,198,8,0,-190,-198,284,93,85,284,353,107,9877,Mountain View,TRUE,26.66,0,0.95,0
16047,130,148,19,165,35,16,191,61,43,26,353,4,83733,Palo Alto,TRUE,15.24,6,0.76,0
16048,195,215,20,249,54,34,260,65,45,11,353,105,5917,Palo Alto,TRUE,137.5,0,6.88,0
16054,1363,1404,41,0,-1363,-1404,1439,76,35,1439,353,205,11508,Palo Alto,FALSE,33.57,0,1.26,0
16060,229,235,6,274,44,38,292,62,56,18,353,76,60669,Palo Alto,TRUE,35.2,0,3.52,0
16071,16,47,31,72,56,25,96,80,49,24,353,63,41031,Palo Alto,FALSE,175.29,0,7.5,0
16079,97,136,40,161,64,25,174,77,37,13,353,10,2595,Palo Alto,FALSE,63.64,0,3.18,0
16080,151,197,46,0,-151,-197,225,73,28,225,353,81,444,Palo Alto,TRUE,29.87,0,1.49,0
16082,29,160,131,0,-29,-160,194,165,34,194,353,76,191084,Palo Alto,FALSE,94.74,6,8.16,0
16091,169,227,58,0,-169,-227,250,81,23,250,353,207,8980,Palo Alto,TRUE,54.67,0,2.23,0
16092,104,121,16,0,-104,-121,179,75,59,179,353,10,7885,Palo Alto,TRUE,21.77,0,0.72,0
16095,109,131,22,0,-109,-131,170,61,39,170,353,62,1373,Palo Alto,TRUE,90.6,0,3.89,0
16098,1162,1165,3,0,-1162,-1165,1232,70,67,1232,354,8,5783,Palo Alto,TRUE,27.21,0,2.92,0
16103,148,159,11,165,17,6,211,62,51,45,354,258,22183,Palo Alto,TRUE,48.85,0,1.97,0
16106,58,64,6,67,9,3,126,69,62,60,354,9,3537,Palo Alto,TRUE,25.52,0,0.89,0
16109,1231,1232,1,1247,17,15,1300,69,68,53,354,8,669,Palo Alto,TRUE,19,0,0.59,0
16114,6,7,0,32,26,26,68,62,62,36,355,20,7117,Palo Alto,TRUE,68.91,0,2.89,0
16122,1158,1163,5,0,-1158,-1163,1228,70,65,1228,355,107,6835,Palo Alto,TRUE,28.73,0,5,0
16132,101,116,15,138,37,22,163,62,48,25,355,324,111442,Palo Alto,TRUE,100.01,0,4.32,16.31
16135,1121,1152,31,1159,38,7,1190,69,38,31,355,8,54,Palo Alto,FALSE,30.47,0,1.52,0
16144,131,163,33,193,62,30,205,75,42,12,355,9,9500,Palo Alto,FALSE,33.73,0,3.37,0
16156,87,93,6,136,49,43,157,70,64,22,355,63,43474,Palo Alto,FALSE,35.85,0,1.79,0
16160,179,192,13,223,43,30,243,64,51,20,355,107,2526,Palo Alto,TRUE,54.83,0,4.49,0
16164,219,220,1,250,31,30,297,78,77,47,355,68,16060,Palo Alto,TRUE,145.98,0,7.3,0
16165,24,57,34,66,43,9,90,66,32,23,355,12,6035,Palo Alto,FALSE,26.66,0,1.9,0
16166,126,160,34,167,41,7,193,67,33,26,355,59,1373,Palo Alto,FALSE,23.4,0,0.8,0
16173,43,68,24,0,-43,-68,107,64,39,107,355,6,193179,Palo Alto,TRUE,75.49,6,3.19,0
16174,1255,1261,6,1289,34,27,1327,72,65,38,355,84,5804,Palo Alto,TRUE,250.11,0,10.94,0
16176,106,153,47,157,51,5,170,64,18,13,355,12,9500,Palo Alto,FALSE,18.94,0,2.84,0
16188,1038,1041,2,1128,89,87,1184,146,144,57,355,63,91848,Palo Alto,FALSE,279.69,0,12.3,0
16195,129,165,35,182,53,17,214,85,49,32,355,207,3630,Palo Alto,TRUE,55.86,0,4.58,0
16201,1052,1054,2,1115,64,61,1126,75,72,11,356,8,4429,Palo Alto,FALSE,111.71,0,9.72,0
16203,93,163,70,186,93,23,203,110,40,17,356,3,4167,Palo Alto,FALSE,10.33,0,0.47,0
16206,11,78,67,104,93,26,118,107,41,14,356,7,44043,Palo Alto,FALSE,55.37,0,2.27,0
16215,154,187,33,0,-154,-187,238,85,52,238,356,8,9446,Palo Alto,TRUE,16.82,0,0.49,0
16221,53,94,40,108,55,15,121,68,28,13,356,360,9479,Palo Alto,TRUE,34.76,6,1.32,0
16227,1152,1174,22,1195,43,21,1239,86,65,44,356,5,101666,Palo Alto,TRUE,38.63,6,1.5,0
16231,65,105,40,130,65,24,149,83,43,19,356,63,3575,Palo Alto,TRUE,27.64,6,1.99,0
16238,1070,1108,37,1137,67,30,1156,85,48,18,356,62,7415,Palo Alto,FALSE,237.22,0,10.35,0
16239,44,104,60,130,86,26,160,115,55,29,356,28,5851,Palo Alto,FALSE,51.46,0,1.44,0
16241,98,100,2,0,-98,-100,160,61,60,160,356,84,5549,Palo Alto,TRUE,41.67,0,4.92,0
16243,128,190,62,215,87,25,233,105,43,18,356,20,7332,Palo Alto,FALSE,20.08,0,1.29,0
16250,63,79,16,0,-63,-79,132,69,53,132,356,28,2167,Palo Alto,TRUE,46.62,0,4.66,0
16258,10,23,12,72,62,49,92,81,69,20,356,63,3585,Palo Alto,TRUE,64.02,0,3.88,0
16262,60,107,47,120,61,14,137,78,31,17,356,53,114,Palo Alto,TRUE,240.48,0,31.51,0
16272,47,72,24,0,-47,-72,127,80,56,127,356,9,3171,Palo Alto,TRUE,29.87,0,1.09,0
16274,123,151,28,157,34,6,187,64,36,30,357,357,12854,San Jose,TRUE,43.9,0,4.39,0
16275,1065,1091,26,1106,40,14,1147,82,56,41,357,124,13018,Palo Alto,FALSE,97.89,0,4.22,0
16280,187,212,25,229,43,18,252,66,40,23,357,183,71324,San Jose,TRUE,48.37,0,7.26,0
16281,1067,1107,40,1161,94,54,1186,119,79,25,357,86,929,Palo Alto,FALSE,168.03,0,7.17,0
16283,1022,1051,29,1102,80,51,1131,109,80,29,357,312,6245,Palo Alto,FALSE,126.46,0,5.25,0
16284,1066,1069,3,0,-1066,-1069,1130,64,61,1130,357,12,12813,Palo Alto,FALSE,15.24,0,1.27,0
16286,1098,1108,9,1140,42,33,1161,63,54,21,357,68,135,Palo Alto,TRUE,29.27,0,1.07,0
16288,64,97,33,100,36,3,140,76,43,40,357,19,9110,Palo Alto,TRUE,129.61,0,5.4,0
16289,1082,1085,3,1147,65,63,1166,84,81,19,357,47,4484,Palo Alto,FALSE,73.81,0,9.35,0
16291,1046,1048,2,1114,67,65,1130,84,82,17,357,12,12813,Palo Alto,FALSE,17.36,0,1.04,0
16296,1063,1071,8,1110,47,39,1136,73,65,26,357,20,1827,Palo Alto,FALSE,62.93,0,5.23,0
16299,32,65,33,0,-32,-65,129,97,64,129,357,8,4087,Palo Alto,FALSE,61.41,0,2.54,0
16302,156,166,10,195,39,29,218,62,52,23,357,139,104038,San Jose,TRUE,48.85,6,5.91,0
16304,1082,1096,14,1148,66,52,1193,111,97,45,357,205,92816,Palo Alto,FALSE,122.16,6,5.06,0
16306,1117,1155,38,0,-1117,-1155,1186,69,31,1186,357,94,12467,Palo Alto,FALSE,32.37,0,1.62,0
16311,1057,1057,1,1102,46,45,1125,68,68,23,357,88,959,Mountain View,FALSE,222.64,0,29.05,12
16313,1042,1079,37,1117,75,38,1140,98,61,23,357,12,4087,Palo Alto,FALSE,72.71,0,3.06,0
16316,1045,1048,3,0,-1045,-1048,1130,85,82,1130,357,12,12813,Palo Alto,FALSE,113.61,0,14.84,0
16325,1157,1162,5,0,-1157,-1162,1221,64,59,1221,357,7,555,Mountain View,TRUE,179.37,0,5,14.68
16332,117,137,20,0,-117,-137,187,70,50,187,358,96,44628,Palo Alto,TRUE,20.68,6,2.02,0
16335,94,170,75,203,108,33,246,151,76,43,358,79,7210,Palo Alto,FALSE,143.89,0,0,0
16343,82,89,7,0,-82,-89,152,70,63,152,358,79,178,Palo Alto,TRUE,32.6,0,1.63,0
16346,121,137,16,0,-121,-137,187,66,50,187,358,100,513,Palo Alto,TRUE,62.44,0,2.59,0
16354,2,48,47,0,-2,-48,101,99,52,101,358,9,10364,Palo Alto,FALSE,47.27,0,2.36,0
16363,80,91,11,0,-80,-91,148,68,57,148,358,68,2156,Palo Alto,TRUE,45.59,0,5,0
16369,6,60,54,0,-6,-60,108,103,48,108,358,114,3552,Palo Alto,FALSE,40.09,0,1.56,0
16376,21,22,2,0,-21,-22,94,74,72,94,358,9,194611,Palo Alto,TRUE,102.68,6,0,0
16382,116,142,26,172,56,30,193,77,51,21,358,68,7235,Palo Alto,FALSE,25.52,0,1.28,0
16384,77,89,12,120,43,31,142,66,54,22,358,62,12443,Palo Alto,TRUE,29.82,0,1.09,0
16385,76,80,4,0,-76,-80,141,65,62,141,358,68,71801,Palo Alto,TRUE,33.08,0,3.73,0
16391,76,94,19,0,-76,-94,166,90,71,166,358,207,11956,Palo Alto,TRUE,30.9,0,1.14,0
16393,1,1,1,14,13,12,63,63,62,50,358,99,60159,Palo Alto,TRUE,96.15,0,8.29,0
16395,132,166,34,180,48,14,199,67,33,19,358,9,1810,Palo Alto,TRUE,36.34,0,1.39,0
16414,164,165,1,174,9,9,234,70,69,60,360,20,60304,Palo Alto,TRUE,34.17,0,1.29,0
16428,1327,1407,80,1412,85,4,1425,98,18,14,360,88,57959,Mountain View,FALSE,8.69,0,0.87,0
16443,15,17,2,63,48,46,81,67,64,18,360,32,156408,Mountain View,FALSE,22.15,6,1.48,0
16448,2,3,1,14,12,11,78,77,76,65,360,342,13595,Mountain View,TRUE,209.98,0,5,0
16464,225,226,1,258,33,32,296,71,70,38,360,303,90794,Palo Alto,TRUE,51.24,6,7.69,0
16467,128,167,39,194,66,27,209,81,42,15,360,234,2590,Mountain View,FALSE,106.05,0,13.8,0
16473,1022,1032,10,1087,65,55,1126,104,95,39,360,98,550,Mountain View,FALSE,302.53,0,13.35,0
16481,3,10,6,49,45,39,77,74,68,29,360,62,5237,Palo Alto,TRUE,41.78,0,2.09,8.09
16487,44,87,43,0,-44,-87,124,79,36,124,360,23,14189,Mountain View,FALSE,100.4,0,5.02,0
16494,1169,1169,0,0,-1169,-1169,1244,74,74,1244,360,20,3413,Mountain View,TRUE,27.64,0,0.99,0
16499,1058,1058,0,1093,35,35,1138,80,80,44,361,8,14519,Palo Alto,FALSE,93.87,0,14.08,0
16500,1102,1115,13,1166,64,51,1170,68,55,5,361,91,4573,Palo Alto,FALSE,47.22,0,1.89,0
16501,1121,1138,17,0,-1121,-1138,1183,62,45,1183,361,63,4208,Palo Alto,FALSE,66.36,0,8.32,0
16505,100,123,23,135,36,12,168,68,45,33,362,76,2661,Palo Alto,TRUE,38.57,0,1.49,0
16506,117,143,26,0,-117,-143,197,80,54,197,362,360,2654,Palo Alto,TRUE,122.27,0,6.11,0
16515,168,170,1,0,-168,-170,241,72,71,241,362,81,193503,Palo Alto,TRUE,169.18,6,8.46,0
16518,1042,1112,70,0,-1042,-1112,1158,116,46,1158,362,27,14296,Palo Alto,FALSE,93.6,0,8.05,0
16520,64,66,2,0,-64,-66,143,79,77,143,362,84,687,Palo Alto,TRUE,95.39,0,4.11,0
16524,80,91,10,0,-80,-91,152,72,62,152,362,20,50884,Palo Alto,TRUE,42.81,0,5.07,0
16537,1020,1082,62,1124,104,42,1148,129,66,25,363,124,14296,Palo Alto,FALSE,78.59,0,6.67,0
16540,128,147,18,165,37,19,212,84,65,47,363,45,7842,Mountain View,TRUE,32.05,0,1.6,0
16542,19,101,82,115,96,15,134,115,33,19,363,12,158210,Palo Alto,FALSE,24.92,6,2.61,0
16543,82,95,13,0,-82,-95,160,78,65,160,363,19,7858,Palo Alto,TRUE,66.3,0,2.77,0
16547,1081,1112,31,1143,62,32,1153,72,41,10,363,27,3009,Palo Alto,FALSE,38.51,0,1.49,0
16548,198,227,30,0,-198,-227,269,71,42,269,363,28,46513,Palo Alto,TRUE,31.94,0,1.6,0
16551,79,111,32,119,40,8,145,66,34,26,363,224,6216,Mountain View,TRUE,49.5,0,4,0
16555,123,146,23,153,30,7,186,64,41,34,363,39,83150,Mountain View,TRUE,20.68,0,1.03,0
16556,178,180,2,226,48,46,251,73,71,25,363,93,48744,Palo Alto,TRUE,63.04,0,2.62,0
16558,1098,1142,44,1165,66,23,1185,86,42,20,363,19,7536,Palo Alto,FALSE,26.66,0,2.85,0
16571,137,182,44,0,-137,-182,205,68,24,205,363,63,5517,Palo Alto,TRUE,44.44,0,2.22,0
16573,78,111,34,0,-78,-111,169,91,57,169,363,19,6555,Palo Alto,TRUE,60.16,6,3.01,0
16574,19,70,51,102,83,32,116,98,46,15,363,23,4507,Mountain View,FALSE,58.47,0,2.92,0
16581,1097,1100,3,1155,59,55,1181,84,80,25,363,20,7081,Palo Alto,TRUE,136.52,0,5.72,0
16584,73,94,21,106,33,12,136,63,42,30,363,224,8254,Mountain View,TRUE,40.8,0,3.2,0
16588,1119,1145,26,1162,43,17,1190,70,45,28,364,12,14699,Palo Alto,TRUE,44.5,0,1.77,0
16589,1125,1184,59,1185,59,1,1212,86,28,27,364,8,3657,Palo Alto,TRUE,157.99,0,0,0
16591,1240,1241,0,1257,16,16,1331,91,91,75,364,28,430,Palo Alto,TRUE,44.99,0,1.79,0
16592,1030,1089,59,1150,120,62,1172,142,83,22,364,63,4429,Palo Alto,FALSE,268.65,0,23.6,0
16594,1057,1058,1,1101,45,44,1122,65,64,20,364,8,12030,Palo Alto,FALSE,199.38,0,0.92,0
16596,114,1090,976,1126,1012,36,1162,1048,72,36,364,107,102277,Palo Alto,FALSE,83.7,6,7.14,0
16598,1009,1042,33,1085,76,43,1143,134,101,58,364,9,5538,Palo Alto,FALSE,156.31,0,13.27,0
16599,1095,1108,13,0,-1095,-1108,1169,75,62,1169,364,63,3336,Palo Alto,FALSE,88.87,0,7.62,0
16601,1015,1035,19,1099,84,65,1125,110,90,26,364,8,2999,Palo Alto,FALSE,89.96,0,8.37,7.07
16602,52,67,15,94,43,27,125,74,58,31,365,76,13265,Mountain View,TRUE,64.13,0,3.21,0
16608,74,101,27,128,54,27,142,68,40,13,365,50,2942,Mountain View,FALSE,34.11,0,5,0
16623,10,11,1,67,57,56,84,74,73,17,365,29,2435,Mountain View,FALSE,30.41,0,3.36,0
16631,92,112,20,136,44,24,162,70,50,26,365,76,10636,Mountain View,TRUE,80.17,0,4.01,0
16641,1,3,2,62,61,59,80,78,76,18,365,63,190931,Palo Alto,FALSE,131.24,0,10.96,0
16665,73,91,18,106,34,15,140,67,48,33,365,98,888,Mountain View,TRUE,70.6,0,10.59,0
16668,21,33,12,0,-21,-33,90,70,58,90,365,216,11410,Mountain View,TRUE,38.08,0,4.42,0
16669,1120,1163,43,1174,55,11,1191,71,28,16,365,227,6588,Mountain View,FALSE,51.57,0,4.19,0
16673,196,229,33,243,46,13,271,75,42,29,365,234,2435,Mountain View,FALSE,28.84,0,3.15,0
16674,5,55,51,78,73,22,109,104,54,31,365,76,6675,Mountain View,FALSE,39.5,0,4.62,0
16675,21,42,21,0,-21,-42,106,84,64,106,365,240,6618,Mountain View,TRUE,60.16,0,2.49,0
16676,110,134,24,0,-110,-134,180,71,46,180,365,76,191558,Mountain View,TRUE,62.39,6,3.12,0
16677,177,190,13,0,-177,-190,243,66,53,243,365,243,13093,Mountain View,TRUE,53.14,0,6.5,0
16678,116,132,16,155,40,23,178,62,46,23,365,81,1526,Palo Alto,TRUE,93.37,0,6,0
16681,145,185,41,0,-145,-185,217,72,31,217,365,228,83149,Mountain View,TRUE,26.06,0,0,0
16694,68,71,3,109,41,38,136,68,65,27,366,63,1808,Palo Alto,TRUE,179.91,0,7.72,0
16700,126,151,25,0,-126,-151,207,81,56,207,366,99,1226,Palo Alto,TRUE,71.2,0,5,0
16701,184,210,26,0,-184,-210,256,71,45,256,366,9,1246,Palo Alto,TRUE,29.38,0,3.22,0
16702,207,223,16,0,-207,-223,287,80,64,287,366,107,97556,Palo Alto,TRUE,123.85,0,15.42,0
16715,1050,1074,25,0,-1050,-1074,1157,107,83,1157,366,98,4092,Mountain View,FALSE,109.76,0,4.77,0
16717,111,128,18,0,-111,-128,193,83,65,193,366,3,17146,Palo Alto,TRUE,171.75,0,8.59,0
16723,1110,1132,22,1133,23,1,1172,61,39,39,366,43,8740,Mountain View,TRUE,15.79,0,0.9,0
